Review Text,Review Rate,Review Time,search
"Tolle Ausstellungen, unter anderem Gemälde, Skulpturen und Raum Gestaltung.

Sonntags nur 1€ eintritt.",5,vor 4 Jahren,Pinakothek+der+Moderne
"Für Leute die Kunst mögen echt einen Besuch wert.
Eintritt kostet Sonntags nur 1€",5,vor 4 Jahren,Pinakothek+der+Moderne
"Interessant, auch wenn einige Ausstellung Stücke nicht verständlich sind.",4,vor 11 Monaten,Pinakothek+der+Moderne
"Spannende Ausstellung. Ist auch zu empfehlen, wenn man kein riesiger Kunst-Fan ist. Besonders am Schnäppchen-Sonntag.",4,vor 3 Jahren,Pinakothek+der+Moderne
Alle Kunst ist fast außschließlich von Männern. Wann wollen Sie im 21.Jahrhundert ankommen??? Beste Grüße Wiebke Siem,1,vor 2 Jahren,Pinakothek+der+Moderne
"Eins, das besten Museen in München! Modern und dennoch Museum!",5,vor einem Jahr,Pinakothek+der+Moderne
"Mein Geschmack wurde nicht unbedingt vollständig getroffen, aber man zahlt sonntags nur 1€ Eintritt.",4,vor 4 Jahren,Pinakothek+der+Moderne
"Beeindruckendes Museum für moderne Kunst im Herzen Münchens
Muss sich vor keinem Museum ( außer vl. vor dem MoMa NYC ) verstecken
Immer wieder schön es besucht zu haben",5,vor 5 Jahren,Pinakothek+der+Moderne
"Super am Sonntag (Eintritt 1€)
Interessierte können dort den ganzen Tag verbringen (große Ausstellungen)",5,vor 4 Jahren,Pinakothek+der+Moderne
"Zeit mitbringen. Es lohnt immer, unabhängig von jeweiligen Einzelausstellungen!",5,vor einem Jahr,Pinakothek+der+Moderne
"Immer wieder super, Sonderausstellungen u permanente. Sonntag für 1Euro😄👌👍",4,vor 2 Jahren,Pinakothek+der+Moderne
Tolle Kunst in großartiger Architektur,5,vor 4 Jahren,Pinakothek+der+Moderne
Sichtbar werden lassen ist mehr als abbilden: unbedingt hingehen !,5,vor 10 Monaten,Pinakothek+der+Moderne
"Auf jeden Fall die Thonet Ausstellung im Untergeschoss anschauen und natürlich die PC's und Computer der ersten Jahre, wie Apple's Lisa. Moderne Kunst von Warhol und Beust findet sich in den oberen Etagen.",5,vor 11 Jahren,Pinakothek+der+Moderne
"Eindrückliches Gebäude, spannender Mix der Exponate, Gelegenheit, die Seele baumeln zu lassen. Etwas desorientiertes, wenn auch warmherziges Personal.",4,vor 4 Jahren,Pinakothek+der+Moderne
Schönes Museum mit guter Ausstellung.,4,vor 11 Monaten,Pinakothek+der+Moderne
Ein tolles sonntags event man kann auch wenn man es schon gesehen hat immer noch viel Spaß haben oder gute Zeit verbringen.,5,vor 4 Jahren,Pinakothek+der+Moderne
Sehr interessante Ausstellung für jeden. Besuch definitiv wert.,5,vor 2 Jahren,Pinakothek+der+Moderne
"Achtung, die Außerbayerischen (frei nach Otto the walker) oder vielleicht doch die 👽👾 sind an der Pinakothek der Moderne gelandet!!! Ein scheinbar unüberwindliches Kraftfeld umgibt ihr Vehikel. Wir Hominiden müssen es durchbrechen, wenn …",4,vor 4 Jahren,Pinakothek+der+Moderne
"Hier gibt's wunderbare Kunst zu bewundern. Bei unserem Besuch waren Highlights von Dalí, Warhol, Picasso, Beuys etc etc",5,vor 5 Jahren,Pinakothek+der+Moderne
"Tolle Ausstellung über das Leben der Samurai
Kritik leider wurde das Cafe geschlossen obwohl die Ausstellung noch geöffnet war
Schade",5,vor 3 Jahren,Pinakothek+der+Moderne
"Wunderschönes, urbanes Museum.
Entspannend & entschleunigend für
kunstinteressierte Großstadtmenschen.
Einfach top 😍👍",5,vor 4 Jahren,Pinakothek+der+Moderne
"Tolles Museum, aber es werden gerade einige gute Räume renoviert",4,vor 3 Jahren,Pinakothek+der+Moderne
Schön!,5,vor 4 Jahren,Pinakothek+der+Moderne
"... Wer was mit moderner, abstrakter Kunst anfangen kann, für den ist das sicher ein ""Muss"". Aber sehr schönes Gebäude.",2,vor 3 Jahren,Pinakothek+der+Moderne
"Immer lohnenswert, die Pinakothek der Moderne zu besuchen. Muss sich wirklich nicht vor anderen berühmten Museen verstecken.",5,vor 4 Jahren,Pinakothek+der+Moderne
Muss man machen,5,vor 4 Jahren,Pinakothek+der+Moderne
Sonntagseintritt für 1 €! Da kann man gerne wieder ins Museum gehen.,5,vor 2 Jahren,Pinakothek+der+Moderne
"Kult-Museum. Weltbester Aprikosen und Zwetschgenkuchen, sehr guter Kaffee, interessante Künstler, oft aber etwas pofig präsentiert, old fashioned wie in einer privaten Wohnung. Neue Ideen täten gut. Vielleicht das Management mal auswechseln.",5,vor 2 Jahren,Pinakothek+der+Moderne
Große große Klasse ein Ort den man nicht auslassen darf wenn man in München ist immer wieder super super interessant,5,vor 2 Jahren,Pinakothek+der+Moderne
"Der Bau selbst ist sehenswert, luftig um ein rundes Atrium herumgebaut. Die Ausstellung ist ansprechend kuratiert. Klein aber speziell ist die Ausstellung zum Industriedesign mit PKW Oldtimer Modellen von Käfer über NSU bis Porsche. Der Shop hat eine interessante Auswahl an Büchern, Spielen etc.",4,vor 2 Jahren,Pinakothek+der+Moderne
Cooler ort,5,vor einem Jahr,Pinakothek+der+Moderne
Schönes Ambiente. Für jeden Geschmack etwas zu bieten. Besonders schön ist die Audi-Wand.,4,vor 3 Jahren,Pinakothek+der+Moderne
"Genau das, was sie verspricht: moderne Kunst!",5,vor 2 Jahren,Pinakothek+der+Moderne
"Immer lohnenswert, die Pinakothek der Moderne zu besuchen. Muss sich wirklich nicht vor anderen berühmten Museen verstecken.",5,vor 4 Jahren,Pinakothek+der+Moderne
Ein Muss,5,vor 4 Jahren,Pinakothek+der+Moderne
Die absolut beste Adresse Münchens für moderne Kunst. Eine interessante Dauerausstellung sowie regelmäßig wechselnde Sonderausstellungen bieten ein sehr gutes Programm,5,vor 3 Jahren,Pinakothek+der+Moderne
"Sehr entspannend, besonders die Design Abteilung!",5,vor 4 Jahren,Pinakothek+der+Moderne
"Faszinierende Architektur vor allem innen,  die große Treppe",5,vor 10 Monaten,Pinakothek+der+Moderne
Sehr lohnend,4,vor einem Monat,Pinakothek+der+Moderne
"Ausgezeichnete Küche, empfehlenswert für kleine und große Geburtstage, Hochzeiten etc. Sehr guter Service!",5,vor 2 Jahren,Pinakothek+der+Moderne
Breitgefächerte Darstellung zeitgenössischer Kunst in einer wirklich ästhetische Architektur. Sehenswert!,5,vor 2 Jahren,Pinakothek+der+Moderne
Sehr beeindruckendes Bauwerk und ausgesprochen interessante Ausstellungen. Auch der Audioguide ist sehr zu empfehlen.,5,vor 4 Jahren,Pinakothek+der+Moderne
Sehr interessante Auswahl an Kunst der jüngeren Geschichte. Nicht immer leichte Kost. Besonders interessant ist der Bereich über Design.,4,vor 3 Jahren,Pinakothek+der+Moderne
"Immer interresante Austellungen. Modernes Design ist langweiliger als ich dachte, aber als Museum erfuellt Pinakothek alles was man erwarten kann",5,vor 5 Jahren,Pinakothek+der+Moderne
"Sehr schönes Museum!
Moderate Preise einen Besuch auf jeden fall Wert",5,vor 2 Jahren,Pinakothek+der+Moderne
Spannendes Kunstmuseum mit viel sehenswerter moderner Kunst.,5,vor einem Jahr,Pinakothek+der+Moderne
"Wirklich toll:
Vielseitige Sammlung moderner Kunstwerke.
Auch die Architektur des Gebäudes überzeugt.",5,vor 4 Jahren,Pinakothek+der+Moderne
"Sehr interessante Werke, auch die Möglichkeit für Schüler, Werke nachzugestalten hat mir gut gefallen",5,vor 2 Jahren,Pinakothek+der+Moderne
"Immer wieder schön, große Ausstellungen, sehr schöne Sammlung Münchner Expressionisten",5,vor 3 Jahren,Pinakothek+der+Moderne
sher interessante ausstellungen aktuell!,5,vor 8 Monaten,Pinakothek+der+Moderne
"Abwechslungsreiches Kunstmuseum - für wie der Name sagt, eher moderne Kunst, aber auch Architektur, Möbel, Autos & Motorräder (von letzteren wenige 😉).",5,vor 3 Jahren,Pinakothek+der+Moderne
"Sehr interessante Ausstellungen. Ein Stern Abzug, da einige Mitarbeiter sehr unfreundlich sind!!",4,vor einem Jahr,Pinakothek+der+Moderne
Eindrucksvolle Sammlung moderner Kunst in München. Das Gebäude ist architektonisch interessant.,5,vor 5 Jahren,Pinakothek+der+Moderne
"Führungen sehr schön,sehr interessant,kann ich nur weiterempfehlen!Ein Besuch lohnt sich!!",4,vor 4 Jahren,Pinakothek+der+Moderne
"Wundervolle Ausstellungsobjekte. Tolle Malerei, tolle Skulpturen, tolle Kunst!
Immer wieder einen Besuch wert.",5,vor 4 Jahren,Pinakothek+der+Moderne
Bester Kuchen der ganzen Stadt auch ohne museumsbesuch erreichbar. Dazu ein Sehr freundliches Team,5,vor 5 Jahren,Pinakothek+der+Moderne
"sehr unhöflich, sehr langsam, sehr lange wartezeit und meiner meinung nach sehr langweilig
kuss",1,vor 11 Monaten,Pinakothek+der+Moderne
Interessant!,5,vor 7 Monaten,Pinakothek+der+Moderne
Hatte einen sehr schönen Sonntag in der Ausstellung. Auf jeden Fall einen Besuch wert,5,vor 3 Jahren,Pinakothek+der+Moderne
sonntag für 1 euro ein wahres Erlebnis an moderner Kunst und Architektur,5,vor 2 Jahren,Pinakothek+der+Moderne
"Super Sammlung unterhaltsamer Kunst, über die man, zumindest bei den Werken von Meese, auch mal herzhaft lachen kann...",5,vor 3 Jahren,Pinakothek+der+Moderne
Die Ausstellung ist wunderbar aber einige Ordner benehmen sich wirklich vollkommen daneben. Service Wüste Deutschland,3,vor 4 Jahren,Pinakothek+der+Moderne
Sonntag für 1€. Einfach gut 👍,5,vor 9 Monaten,Pinakothek+der+Moderne
"Ein tolles Museum, begeistert mich immer wieder.",5,vor 2 Jahren,Pinakothek+der+Moderne
"Sammlung auf internationalem Niveau, beeindruckende Architektur, und am Sonntag nur 1 Euro Eintritt! Must See.",5,vor 6 Jahren,Pinakothek+der+Moderne
Meine Liebste der 3 Pinakotheken in München. Sonntags kann man sich für 1€ schonmal ein paar Stunden darin verlieren.,5,vor 5 Jahren,Pinakothek+der+Moderne
"Ich weiß, es ist Geschmackssache. Ich fand es einfach nur langweilig. Obwohl es zeitgenössisch sein soll, hab ich mich gefühlt, als sähe ich alte Schinken.",2,vor 3 Jahren,Pinakothek+der+Moderne
Die Pinakothek der Moderne ist sehr spannend und man kann sich da sehr lange an der Kunst vertiefen.Künstler Daniel Röösli Luzern Schweiz.,5,vor 6 Jahren,Pinakothek+der+Moderne
"Auch mit Kindern ein kurzweiliges Vergnügen, da von Autos über Möbel zu Skulpturen und Gemälden vieles geboten wird.",5,vor 2 Jahren,Pinakothek+der+Moderne
Erst mal ist der Bau sehr schön und die Ausstellung ist sehr interessant,5,vor 2 Jahren,Pinakothek+der+Moderne
"tolles, vielseitiges Museum zum Thema moderner Kunst und modernem Design",5,vor 3 Jahren,Pinakothek+der+Moderne
"Interessant aber nur für kunstinteressierte und vllt ned ganz so Anspruchsvoll, Cafeteria sehr teuer",3,vor 5 Jahren,Pinakothek+der+Moderne
"Tut mir leid, aber ich hatte mir mehr erwartet...",3,vor einem Jahr,Pinakothek+der+Moderne
Beeindruckende Ausstellung. Muss man gesehen haben. Ein Münchener Highlight.,5,vor einem Jahr,Pinakothek+der+Moderne
Immer wieder einen Besuch wert. Gerade wenn Besuch aus einer anderen Stadt/Land zu Besuch ist. Vorher halt das Programm checken.,5,vor 5 Jahren,Pinakothek+der+Moderne
Schönes Ambiente. Für jeden Geschmack etwas zu bieten. Besonders schön ist die Audi-Wand.,4,vor 3 Jahren,Pinakothek+der+Moderne
"Immer einen Besuch wert, insbesondere Sonntags zu stark reduziertem Eintrittspreis.",5,vor 3 Jahren,Pinakothek+der+Moderne
Schöne Design Ausstellung. Die Sammlung der modernen Kunst ist auch sehenswert.,5,vor 5 Jahren,Pinakothek+der+Moderne
"Sehr interessante Ausstellung mit vielen bekannten Künstlern. Nicht überladen, sehr angenehm.",5,vor 4 Jahren,Pinakothek+der+Moderne
Ein Besuch lohnt sich immer in der Pinakothek der Moderne (als auch die Anderen). Ist für Kinder als auch für Erwachsene sehenswert.,4,vor 4 Jahren,Pinakothek+der+Moderne
Immer wieder ein schönes Erlebnis  in dieser eindrucksvollen Architektur den Künstlern so nahe zu sein,5,vor 4 Jahren,Pinakothek+der+Moderne
Coole Ausstellungen. Für jeden was dabei!,5,vor 11 Monaten,Pinakothek+der+Moderne
"Ein sehr schönes Kunstmuseum, das die unterschiedlichen Kunstepochen der Moderne ab 1800 anschneidet und sehr viele verschiedene Bilder und Skulpturen beherbergt.",5,vor 5 Jahren,Pinakothek+der+Moderne
"Immer wieder toll, mit Gästen egal welchen Alters. Sonntags Eintritt 1 € !",5,vor 3 Jahren,Pinakothek+der+Moderne
Immer wieder spannend. Unterschiedliche Ausstellungen und super Architektur,5,vor 4 Jahren,Pinakothek+der+Moderne
"Ein besonderes Museum, die Paul Klee Ausstellung allerdings etwas knapp vom Raum her für die vielen Besucher (nur am Sonntag?)",4,vor 4 Jahren,Pinakothek+der+Moderne
"Interessante Ausstellungen über die Moderne. Wer sich für Kunst und Design interessiert, ist hier bei der richtigen Adresse in München.",5,vor 5 Jahren,Pinakothek+der+Moderne
"Hab erst spät gemerkt, dass ich nicht in einem Restaurant bin. Die Kunst ist bisweilen sehr modern.",5,vor 4 Jahren,Pinakothek+der+Moderne
Sehr große Sammlung an hochwertigen Kunstwerken. Gute Architektur des Gebäudes,5,vor 2 Jahren,Pinakothek+der+Moderne
"Tolle Architektur, Spitzensammlung von Designobjekten, interessante Wechselausstellungen - ein absolutes Muss",5,vor 2 Jahren,Pinakothek+der+Moderne
"Interessante Ausstellungsthemen, tolle Architektur.",5,vor einem Jahr,Pinakothek+der+Moderne
Immer wieder interessant!!!!,5,vor 3 Wochen,Pinakothek+der+Moderne
"Schönes Museum, am Sonntag nur 1€ Eintritt, super.",5,vor 5 Jahren,Pinakothek+der+Moderne
immer wieder überrascht und mit neuem konfrontiert,5,vor 2 Jahren,Pinakothek+der+Moderne
"Moderne Kunst für die ganze Familie, die Kleinen können etwas basteln und an einer Kinderführung teilnehmen.",4,vor 2 Jahren,Pinakothek+der+Moderne
Am besten mit Audioguide. Auf der Webseite sind auch im Eintrittspreis enthaltene Führungen aufgeführt.,5,vor 4 Jahren,Pinakothek+der+Moderne
"Dank einer exzellenten Führung ein sehr interessanter Besuch, obwohl das nicht so meine Kunstrichtung ist.",5,vor 4 Jahren,Pinakothek+der+Moderne
Sehr informativ …,5,vor 2 Monaten,Pinakothek+der+Moderne
Toller Ort mit tollen Ausstellungsstücken. Sollte man gesehen haben!,5,vor 5 Jahren,Pinakothek+der+Moderne
"Sehr schöne Innenarchitektur mit abwechslungsreichen, interessanten Ausstellungen",5,vor 2 Jahren,Pinakothek+der+Moderne
Große große Klasse ein Ort den man nicht auslassen darf wenn man in München ist immer wieder super super interessant,5,vor 2 Jahren,Pinakothek+der+Moderne
"Hat mir nicht so sehr gefallen, da mich Kunst nicht so sehr  interessiert.",3,vor 2 Jahren,Pinakothek+der+Moderne
Super Sammlung!,5,vor 4 Jahren,Pinakothek+der+Moderne
Super Ausstellungen! Sehr schöne Ausstellungsstücke!,5,vor 2 Jahren,Pinakothek+der+Moderne
"Spannende Architektur, immer wieder beachtliche Ausstellungen, unbedingt Jahreskarte kaufen!",5,vor 3 Jahren,Pinakothek+der+Moderne
"Sehr schönes Museum, auf jeden Fall einen Besuch wert!",5,vor 3 Jahren,Pinakothek+der+Moderne
Spannendes Museum mit schöner Darstellung und einem schönem Ambiente.,4,vor 2 Jahren,Pinakothek+der+Moderne
Da ich kein Kunstversteher bin war es ein bisschen zu abstrakt für mich. Muss man wohl mögen.,3,vor 4 Jahren,Pinakothek+der+Moderne
Einfach lohnenswert,5,vor 5 Monaten,Pinakothek+der+Moderne
Sonntags Eintritt nur 1 Euro. Da kann man immermal wieder hin.,5,vor 4 Jahren,Pinakothek+der+Moderne
"Sehr vielseitiges, modernes Museum mit verschiedenen Sammlungen und Ausstellungen. Immer was neues",5,vor 5 Jahren,Pinakothek+der+Moderne
Putzt die ästhetischen Spinnweben weg. Schöne und hässliche Austrllungsgegenstände. Herrlich fantasievolle Architektur.,5,vor 4 Jahren,Pinakothek+der+Moderne
"Interessanter, sehenswerter Ort. Leider nicht komplett zugänglich.",4,vor einem Jahr,Pinakothek+der+Moderne
Regelmäßige Kinderprogramme. Auch für Erwachsene Liebhaber moderner Kunst sehr empfehlenswert.,5,vor 5 Jahren,Pinakothek+der+Moderne
Tipp Adresse für zeitgenössische Kunst. Don't miss!,5,vor einem Jahr,Pinakothek+der+Moderne
Wunderbare Architektur. Häufig sehr gelungene Ausstellungen.,5,vor 2 Jahren,Pinakothek+der+Moderne
Sehr schöne Ausstellung. Sonntag nur 1€ Eintritt,5,vor 5 Jahren,Pinakothek+der+Moderne
Immer wieder aufs Neue sehr interessant. Ideal an einem Sonntag bei nicht so perfekten Wetter.,5,vor 4 Jahren,Pinakothek+der+Moderne
Super Ausstellung: Feelings,5,vor 2 Jahren,Pinakothek+der+Moderne
Tolles Museum für Kunstliebhaber und Touristen. Der Eintritt ist sehr billig,5,vor 5 Jahren,Pinakothek+der+Moderne
"Herrliches Gebäude, schöne alte und neue Ausstellungen, Eintritt am Sonntag kostet nur einen Euro!",5,vor 4 Jahren,Pinakothek+der+Moderne
"Wunderschönes Museum, sehr interessante Ausstellung über Design.",5,vor 2 Jahren,Pinakothek+der+Moderne
Draußen ist es gerade interessanter in den Abendstunden als drinnen,4,vor 10 Monaten,Pinakothek+der+Moderne
Unglaublich schön und für nur 1€ Sonntags,5,vor einem Jahr,Pinakothek+der+Moderne
"Ausstellung ok, Eintrittspreis mit Studentenrabatt ok",3,vor 2 Jahren,Pinakothek+der+Moderne
"Immer wieder einen Besuch, auch als Münchner!",5,vor 3 Jahren,Pinakothek+der+Moderne
"Kurzweilig, tolle Exponate und auch am günstigen Sonntag nicht unangenehm voll.",5,vor 2 Jahren,Pinakothek+der+Moderne
"Sehr schöne Architektur. Angenehme, helle Atmosphäre. Bilder aus der Zeit der Moderne.",5,vor 6 Jahren,Pinakothek+der+Moderne
Die Ausstellung über Wohnen in Bayern war sehr schön,5,vor 4 Jahren,Pinakothek+der+Moderne
Einlass könnte besser organisiert werden.,4,vor 9 Monaten,Pinakothek+der+Moderne
Die ausgestellte Kunst ist unglaublich schön!,5,vor 11 Monaten,Pinakothek+der+Moderne
"Tolle Architektur und Ausstellungen.
Preise sind OK",5,vor 2 Jahren,Pinakothek+der+Moderne
"Viel Langeweile, mir sind bis auf 2 Gemälde keine im Sinn geblieben",3,vor einem Jahr,Pinakothek+der+Moderne
Tolles Bauwerk und interessante Themen! Auf jeden Fall ein Besuch wert....,5,vor 3 Jahren,Pinakothek+der+Moderne
"Museum für Moderne Kunst, ist auf jeden Fall einen Besuch wert",5,vor 3 Jahren,Pinakothek+der+Moderne
Perfekt für Ausglug mir Kind und Kegel,5,vor 4 Jahren,Pinakothek+der+Moderne
Immer wieder ein Erlebnis dank wechselnder Ausstellungen und Hängungen.,5,vor 3 Jahren,Pinakothek+der+Moderne
sehr schöne Sammlung. Audioguide kostet 4 Euro.,5,vor 3 Jahren,Pinakothek+der+Moderne
Sehr schöne Möglichkeit Kunstverständnis zu vertiefen,5,vor einem Jahr,Pinakothek+der+Moderne
"Lieb, freundlich, teuerer bei Klee, voll bei Klee sonst wie immer, ungemütlichliche Designer  - Treppen",4,vor 4 Jahren,Pinakothek+der+Moderne
Wenn man viel Zeit einplant ist das für Liebhaber der modernen Kunst sicher etwas,4,vor 2 Jahren,Pinakothek+der+Moderne
Aktuell sind die Drucke aus der staatlichen graphischen Sammlung sehr zu empfehlen!,5,vor 2 Jahren,Pinakothek+der+Moderne
Ein Muss bevor das Museum wegen Renovierung für mehrere Jahre geschlossen wird,5,vor 3 Jahren,Pinakothek+der+Moderne
Sehr schönes Museum mit moderner Kunst,4,vor 3 Jahren,Pinakothek+der+Moderne
Super modernes Gebäude,4,vor 3 Jahren,Pinakothek+der+Moderne
Sehr schönes Erlebnis.,5,vor 9 Monaten,Pinakothek+der+Moderne
"Tolles Museum
Nettes Personal und interessante Ausstellungen.",5,vor 2 Jahren,Pinakothek+der+Moderne
Große umfangreiche Sammlung an moderner Kunst. Sehr guter Audio Guide.,5,vor 3 Jahren,Pinakothek+der+Moderne
"Tolle Architektur, sehr beeindruckende Exponate
Nur zu empfehlen",5,vor 5 Jahren,Pinakothek+der+Moderne
"Tolle architektur, spannende immer wieder wechselnde ausstellungen.",5,vor 5 Jahren,Pinakothek+der+Moderne
"Ein Erlebnis für Freunde moderner Kunst, sehr großzügig gestaltet.",4,vor 4 Jahren,Pinakothek+der+Moderne
"Absolut sehenswert, interessante Gemälde, gutes Konzept",5,vor 3 Jahren,Pinakothek+der+Moderne
"Immer einen Besuch wert, auch für Leute die mit Bildern weniger anzufangen wissen.",5,vor 3 Jahren,Pinakothek+der+Moderne
"Immer wieder gerne,sehr zu empfehlen.",5,vor 10 Monaten,Pinakothek+der+Moderne
Komisches absolut demotiviertes Personal. Kunst naja. Café wie eine Studenten Kantine,1,vor 3 Jahren,Pinakothek+der+Moderne
Schönes tolles Museum Besuch  lohnt sich immer,5,vor 2 Jahren,Pinakothek+der+Moderne
Moderne Kunst in einem modernen Bau. Man sollte viel Zeit mitbringen und Toleranz.,5,vor 3 Jahren,Pinakothek+der+Moderne
Grotten schlechte Ausstellung.....,2,vor 5 Monaten,Pinakothek+der+Moderne
Ein paar schöne Sachen. ...bei manchen fühle ich mich auch berufen 🙄,3,vor einem Jahr,Pinakothek+der+Moderne
Tolles Museum in dem moderne Kunst wie auch Gegenstände zu besichtigen sind,5,vor 4 Jahren,Pinakothek+der+Moderne
Sehr schön kuratierte Ausstellungen mit sehr gutem Personal,5,vor 3 Jahren,Pinakothek+der+Moderne
Hat trotz sommerlicher Temperaturen auch den Kindern Spaß gemacht dank einiger Videoinstallationen und der Fahrzeugdesign Abteilung.,5,vor 5 Jahren,Pinakothek+der+Moderne
Es war sehr schön,5,vor 2 Jahren,Pinakothek+der+Moderne
Interessantes Ambiente...sehenswerte Objekte...Sonntags nur 1 Euro Eintrittspreis,5,vor 4 Jahren,Pinakothek+der+Moderne
Schön.  Vor allem das man sonntags nur 1 Euro zahlt  reinzukommen.,5,vor 4 Jahren,Pinakothek+der+Moderne
Ein sehr interessantes Gebäude und eine sehr schöne Ausstellung.,5,vor 3 Jahren,Pinakothek+der+Moderne
"ganz exellente Paul-Klee-Sonderaustellung und tolle permanente Exponate in einer modernen, hellen Architektur",5,vor 4 Jahren,Pinakothek+der+Moderne
Ganz schön teuer. Sonst aber gut kuratierte Ausstellungen,3,vor 4 Jahren,Pinakothek+der+Moderne
Tolle Ausstellungsräume und Ausstellungen was will man mehr?,5,vor 4 Jahren,Pinakothek+der+Moderne
Schöne Sammlung. Besonders empfehlenswert ist das Museum für Design.,4,vor 4 Jahren,Pinakothek+der+Moderne
"Architektonisch sehr gelungen, Sammlung und Ausstellungen sind sehr gut!",5,vor 4 Jahren,Pinakothek+der+Moderne
Zu wenig Memes. Nur einen. Sad.,4,vor 7 Monaten,Pinakothek+der+Moderne
Sehr sehr interessant und immer wieder ein Besuch wert.,5,vor 2 Jahren,Pinakothek+der+Moderne
***** Am Sonntag ist der Eintritt für eine symbolischen Betrag von 1€ möglich.*****,5,vor 3 Jahren,Pinakothek+der+Moderne
"Immer wieder schön, das Gebäude fasziniert jedesmal aufs Neue",5,vor 2 Jahren,Pinakothek+der+Moderne
Alleine wegen der Architektur des Gebäudes lohnt sich schon ein Besuch in der Pinakothek der Moderne.,5,vor 2 Jahren,Pinakothek+der+Moderne
"Tolles Museum - tolle Werke (Tipp € 1,- Eintritt am Sonntag)",5,vor 5 Jahren,Pinakothek+der+Moderne
Toller Ort zum verweilen und dich über Kunst zu informieren,5,vor 2 Jahren,Pinakothek+der+Moderne
Sehr schönes Museum und fantastische Exponate.,5,vor 2 Jahren,Pinakothek+der+Moderne
Spaß pur,4,vor 10 Monaten,Pinakothek+der+Moderne
"Absolut sehenswert. Sollte man nicht verpassen, wenn man in München ist.",5,vor 4 Jahren,Pinakothek+der+Moderne
Hervorragend geführtes staatliches Museum zeitgenössischer Kunst,5,vor 4 Jahren,Pinakothek+der+Moderne
Sehr geräumig. Die Kunstobjekte kommen gut zur Geltung,4,vor 3 Jahren,Pinakothek+der+Moderne
"Viel zu sehen. Ausführliche Beschreibung der Kunstwerke und Künstler, soweit möglich.",5,vor 4 Jahren,Pinakothek+der+Moderne
Schöne und sehr informative aktuelle Paul-Klee-Ausstellung. Von der ständigen Sammlung hätte ich etwas mehr erwartet.,4,vor 4 Jahren,Pinakothek+der+Moderne
"Super,
Hatten auch ein interessanter Angebot für Kinder",5,vor einem Jahr,Pinakothek+der+Moderne
Sehr schön,5,vor 11 Monaten,Pinakothek+der+Moderne
Ausstellungen sollte man schon besucht haben,4,vor 4 Jahren,Pinakothek+der+Moderne
Es lohnt sich sehr dieses Museum zu besuchen,4,vor 2 Jahren,Pinakothek+der+Moderne
Sehr schöne Bilder und nettes Personal vor allem im Hintergrund!,5,vor 2 Jahren,Pinakothek+der+Moderne
Grosse sehr interessante Galerie. Muss man sehen.,5,vor 2 Jahren,Pinakothek+der+Moderne
"Es macht Spaß, Originale zu betrachten. Toll, dass man fotografieren darf!",5,vor 3 Jahren,Pinakothek+der+Moderne
So ganz klar ist mir das Konzept des Hauses nicht. Von allem etwas könnte man denken.,3,vor 3 Jahren,Pinakothek+der+Moderne
"Wunderbare Architektur, spannende Moderne Kunst",5,vor 3 Jahren,Pinakothek+der+Moderne
War ein tolles Erlebnis. Freundliches Personal. Hat mich begeistert.,5,vor 4 Jahren,Pinakothek+der+Moderne
War super! Auch unserem zehnjährigen Sohn hat es gefallen,5,vor 2 Jahren,Pinakothek+der+Moderne
Super Museum,5,vor 4 Monaten,Pinakothek+der+Moderne
Ich hatte mir etwas mehr versprochen aber dennoch ein Besuch wert.,4,vor 2 Jahren,Pinakothek+der+Moderne
"Sehr schön umfangreich und Sonntags nur 1,00 Euro...",5,vor 3 Jahren,Pinakothek+der+Moderne
"Sehr gutes Hotel, sehr professionell geführt, Top Leistungen, 1A-Wohlfühladresse.",5,vor 4 Jahren,Pinakothek+der+Moderne
"Muss man gesehen haben, leider war die Architektur-Austellung geschlossen",4,vor 5 Jahren,Pinakothek+der+Moderne
Ganz toll und Sonntag's nur 1euro Eintritt,3,vor 4 Jahren,Pinakothek+der+Moderne
"Neues, Schockierendes, immer auf der Suche nach Bemerkenswertem. Manchmal genial, manchmal anregend, oft unverständlich,  immer herausfordernd.",5,vor 3 Jahren,Pinakothek+der+Moderne
"Nicht nur was für Erwachsene und Kunst interessierte, sondern auch für Leute, die sich für Technik interessieren",5,vor 4 Jahren,Pinakothek+der+Moderne
"Die Architektur der LOCATION ist beeindruckend und die ausgestellte KUNST, regt das denken an.",4,vor 4 Jahren,Pinakothek+der+Moderne
4 Sammlungen unter einem modernen Dach. Hier gibt es immer was Neues zu entdecken,4,vor 4 Jahren,Pinakothek+der+Moderne
"Schönes, großes Museum für moderne Kunst",5,vor 3 Jahren,Pinakothek+der+Moderne
Super....!!! Klasse private Führung....lohnt sich zu buchen,5,vor 3 Jahren,Pinakothek+der+Moderne
wunderbar ruhige sorgfälltig Antworten überlegende Anne Imhof in der Diskussion im Siemens Forum,5,vor 3 Jahren,Pinakothek+der+Moderne
Sehr gute Ausstellung - zur Zeit gute Ausstellung zu Paul Klee,5,vor 3 Jahren,Pinakothek+der+Moderne
Tolles Museum mit guten aktuellen Ausstellungen,5,vor 4 Jahren,Pinakothek+der+Moderne
"Für all diejenigen, die sich einen Einblick verschaffen wollen, wie unterschiedlich moderne Kunst heute interpretiert wird.",5,vor 3 Jahren,Pinakothek+der+Moderne
